,0.625 MHz,1.25 MHz,1.875 MHz,2.5 MHz,3.125 MHz,3.75 MHz,4.375 MHz,5 MHz,5.625 MHz,6.25 MHz
10077,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,0,14080
10078,-5632,11520,15616,11264,9984,15872,13056,768,-8960,14080
10079,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14848,14080
10080,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10081,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10082,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10083,5632,11520,-15616,11008,-9984,15872,-13056,768,8960,14080
10084,-4352,-7168,1280,-15872,9984,-12032,-4352,15104,14592,14080
10085,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10086,-16128,-2816,-10496,-7680,9984,6144,-5376,-9728,9216,14080
10087,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,0,14080
10088,-5632,11520,15616,11264,9984,15872,13056,768,-8960,14080
10089,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10090,12800,-15872,-14848,14592,9984,3584,-15872,8704,-14848,14080
10091,16128,-2816,10496,-7680,-9984,6144,5376,-9728,-9216,14080
10092,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10093,5632,11520,-15616,11008,-9984,15872,-13056,512,8960,14080
10094,-4352,-7168,1280,-15872,9984,-12032,-4352,15104,14592,14080
10095,-12800,-15872,15104,14592,-9984,3584,15872,8704,14848,14080
10096,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10097,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,256,14080
10098,-5632,11520,15616,11264,9984,15872,13056,512,-8960,14080
10099,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10100,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10101,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10102,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10103,5632,11520,-15616,11264,-10240,15872,-13056,512,8960,14080
10104,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10105,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10106,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10107,-13568,14336,-8448,-2048,-10240,-13824,-12544,-14592,256,14080
10108,-5632,11520,15616,11264,9984,15872,13056,768,-8960,14080
10109,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10110,12544,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10111,16128,-2816,10496,-7680,-9984,6144,5376,-9728,-9216,14080
10112,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10113,5632,11520,-15616,11008,-9984,15872,-13056,768,8960,14080
10114,-4352,-7168,1280,-15872,9984,-12032,-4352,15104,14592,14080
10115,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10116,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10117,-13568,14336,-8448,-2304,-9984,-13568,-12544,-14592,256,14080
10118,-5632,11520,15616,11008,9984,15872,13056,768,-8960,14080
10119,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14848,14080
10120,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10121,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10122,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10123,5632,11520,-15616,11264,-9984,15872,-13056,512,8960,14080
10124,-4352,-7168,1280,-15872,9984,-12032,-4352,15104,14592,14080
10125,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10126,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10127,-13568,14336,-8448,-2048,-9984,-13568,-12544,-14592,256,14080
10128,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10129,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10130,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10131,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10132,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10133,5632,11520,-15872,11264,-9984,15872,-13056,512,8960,14080
10134,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10135,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10136,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10137,-13568,14336,-8448,-2304,-9984,-13824,-12544,-14592,256,14080
10138,-5632,11520,15616,11008,9984,15872,13056,768,-8960,14080
10139,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10140,12544,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10141,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10142,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10143,5632,11520,-15616,11008,-10240,15872,-13056,512,8960,14080
10144,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10145,-12800,-16128,14848,14592,-10240,3584,15872,8704,14848,14080
10146,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10147,-13568,14336,-8448,-2048,-10240,-13824,-12544,-14592,256,14080
10148,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10149,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10150,12800,-16128,-14848,14336,9984,3328,-15872,8704,-14848,14080
10151,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10152,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10153,5632,11520,-15616,11008,-9984,15872,-13056,512,8960,14080
10154,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10155,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10156,-16128,-2816,-10496,-7680,9984,6144,-5376,-9728,9216,14080
10157,-13568,14336,-8448,-2048,-9984,-13568,-12544,-14592,256,14080
10158,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10159,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10160,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10161,16128,-2816,10496,-7680,-9984,6144,5376,-9728,-9216,14080
10162,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10163,5632,11520,-15616,11008,-10240,15872,-13056,512,8960,14080
10164,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10165,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10166,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10167,-13568,14336,-8448,-2304,-9984,-13824,-12544,-14592,256,14080
10168,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10169,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10170,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10171,16128,-2816,10496,-7680,-10240,6400,5376,-9728,-9216,14080
10172,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10173,5632,11520,-15616,11008,-9984,15872,-13056,512,8960,14080
10174,-4352,-7168,1280,-15872,9984,-12032,-4352,15104,14592,14080
10175,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10176,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10177,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,256,14080
10178,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10179,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10180,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10181,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10182,13568,14336,8448,-2304,9984,-13824,12544,-14592,-256,14080
10183,5632,11520,-15616,11008,-9984,15872,-13056,512,8960,14080
10184,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10185,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10186,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10187,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,256,14080
10188,-5632,11520,15616,11264,9984,15872,13056,512,-8960,14080
10189,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10190,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10191,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10192,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10193,5632,11520,-15616,11008,-10240,15872,-13056,512,8960,14080
10194,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10195,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10196,-16384,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10197,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,256,14080
10198,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10199,4352,-7168,-1280,-15872,-9984,-12032,4608,15104,-14592,14080
10200,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10201,16128,-2816,10496,-7680,-9984,6144,5376,-9728,-9216,14080
10202,13568,14336,8448,-2304,9984,-13824,12544,-14848,-256,14080
10203,5632,11520,-15616,11264,-9984,15872,-13056,512,8960,14080
10204,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10205,-12800,-16128,14848,14592,-9984,3328,15872,8704,14848,14080
10206,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10207,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,256,14080
10208,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10209,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10210,12800,-16128,-15104,14592,9984,3328,-15872,8704,-14848,14080
10211,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10212,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10213,5632,11520,-15616,11008,-9984,15872,-13056,512,8960,14080
10214,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10215,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10216,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10217,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,256,14080
10218,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10219,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10220,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10221,16128,-2816,10496,-7680,-9984,6400,5120,-9728,-9216,14080
10222,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10223,5632,11520,-15616,11264,-9984,15872,-13056,512,8960,14080
10224,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10225,-12800,-16128,14848,14592,-10240,3584,15872,8704,14848,14080
10226,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10227,-13568,14336,-8448,-2048,-9984,-13568,-12544,-14592,256,14080
10228,-5632,11520,15616,11264,9984,15872,13056,512,-8960,14080
10229,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10230,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10231,16128,-2816,10496,-7680,-9984,6400,5120,-9728,-9216,14080
10232,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10233,5632,11520,-15616,11008,-9984,15872,-13056,512,8960,14080
10234,-4352,-7168,1280,-15872,10240,-12032,-4608,15104,14592,14080
10235,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10236,-16384,-2560,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10237,-13568,14336,-8448,-2048,-10240,-13824,-12544,-14592,256,14080
10238,-5632,11520,15616,11264,9984,15872,13056,512,-8960,14080
10239,4352,-7168,-1280,-15872,-9984,-12032,4608,15104,-14592,14080
10240,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10241,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10242,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10243,5632,11520,-15616,11008,-10240,15872,-13056,512,8960,14080
10244,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10245,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10246,-16128,-2816,-10496,-7680,10240,6400,-5376,-9728,9216,14080
10247,-13568,14336,-8448,-2048,-10240,-13824,-12544,-14592,256,14080
10248,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10249,4352,-7168,-1280,-15872,-9984,-12032,4608,15104,-14592,14080
10250,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10251,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10252,13568,14336,8448,-2048,10240,-13824,12544,-14592,-256,14080
10253,5632,11520,-15872,11008,-9984,15872,-13056,512,8960,14080
10254,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10255,-12800,-16128,14848,14592,-9984,3328,15872,8704,14848,14080
10256,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10257,-13568,14336,-8448,-2048,-9984,-13568,-12544,-14592,256,14080
10258,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10259,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14848,14080
10260,12800,-16128,-14848,14592,9984,3328,-15872,8704,-14848,14080
10261,16128,-2816,10496,-7680,-10240,6400,5376,-9728,-9216,14080
10262,13568,14336,8448,-2048,10240,-13824,12544,-14592,-256,14080
10263,5632,11520,-15616,11008,-10240,15872,-13056,512,8960,14080
10264,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10265,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10266,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10267,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,256,14080
10268,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10269,4352,-7168,-1280,-15872,-10240,-12032,4608,15104,-14592,14080
10270,12800,-15872,-15104,14592,9984,3584,-15872,8704,-14848,14080
10271,16128,-2560,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10272,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10273,5632,11520,-15616,11008,-9984,15872,-13056,512,8960,14080
10274,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10275,-12800,-16128,14848,14592,-9984,3328,15872,8704,14848,14080
10276,-16128,-2816,-10496,-7680,10240,6400,-5376,-9728,9216,14080
10277,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,256,14080
10278,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10279,4352,-7168,-1280,-15872,-9984,-12032,4608,15104,-14592,14080
10280,12800,-16128,-14848,14592,9984,3584,-15872,8704,-14848,14080
10281,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10282,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10283,5632,11520,-15616,11008,-9984,15872,-13056,512,8960,14080
10284,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10285,-12800,-16128,14848,14592,-9984,3584,15872,8704,14848,14080
10286,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10287,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14848,256,14080
10288,-5632,11520,15616,11008,10240,15872,13056,512,-8960,14080
10289,4352,-7168,-1280,-15872,-9984,-12032,4608,15104,-14592,14080
10290,12800,-16128,-14848,14592,9984,3328,-15872,8704,-14848,14080
10291,16128,-2816,10496,-7680,-9984,6400,5120,-9728,-9216,14080
10292,13568,14336,8448,-2048,9984,-13568,12544,-14592,-256,14080
10293,5632,11520,-15616,11008,-9984,15872,-13056,512,8960,14080
10294,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10295,-12800,-16128,14848,14592,-10240,3328,15872,8704,14848,14080
10296,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10297,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,256,14080
10298,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10299,4352,-7168,-1280,-15872,-10240,-12032,4608,15104,-14848,14080
10300,12800,-16128,-15104,14592,9984,3584,-15872,8704,-14848,14080
10301,16128,-2816,10496,-7680,-9984,6144,5120,-9728,-9216,14080
10302,13568,14336,8448,-2048,9984,-13568,12544,-14592,-256,14080
10303,5632,11520,-15616,11264,-10240,15872,-13056,512,8960,14080
10304,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10305,-12800,-16128,14848,14592,-9984,3328,15872,8704,14848,14080
10306,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10307,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,256,14080
10308,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10309,4352,-7168,-1280,-15872,-9984,-12032,4352,15104,-14592,14080
10310,12800,-16128,-14848,14592,10240,3584,-15872,8704,-14848,14080
10311,16128,-2816,10496,-7680,-9984,6400,5120,-9728,-9216,14080
10312,13568,14336,8448,-2048,10240,-13824,12544,-14848,-256,14080
10313,5632,11520,-15616,11008,-10240,15872,-13056,512,8960,14080
10314,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10315,-12800,-16128,14848,14592,-9984,3328,15872,8704,14848,14080
10316,-16128,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10317,-13568,14336,-8448,-2048,-10240,-13824,-12544,-14592,256,14080
10318,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10319,4352,-7168,-1280,-15872,-9984,-12032,4608,15104,-14592,14080
10320,12800,-15872,-15104,14592,9984,3328,-15872,8704,-14848,14080
10321,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9472,14080
10322,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10323,5632,11520,-15616,11008,-10240,15872,-13056,512,8960,14080
10324,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10325,-12800,-16128,14848,14592,-10240,3584,15872,8704,14848,14080
10326,-16384,-2816,-10496,-7680,9984,6400,-5376,-9728,9216,14080
10327,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14848,256,14080
10328,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10329,4352,-7168,-1280,-15872,-10240,-12032,4608,15104,-14592,14080
10330,12800,-16128,-14848,14592,9984,3328,-15872,8704,-14848,14080
10331,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9216,14080
10332,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10333,5632,11520,-15616,11008,-10240,15872,-13056,512,8960,14080
10334,-4352,-7168,1280,-15872,10240,-12032,-4608,15104,14592,14080
10335,-12800,-16128,14848,14592,-10240,3584,15872,8704,14848,14080
10336,-16128,-2560,-10496,-7680,10240,6400,-5120,-9728,9216,14080
10337,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,256,14080
10338,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10339,4352,-7168,-1280,-15872,-9984,-12032,4608,15104,-14592,14080
10340,12800,-16128,-14848,14592,9984,3328,-15872,8704,-14848,14080
10341,16128,-2816,10496,-7680,-9984,6400,5120,-9728,-9472,14080
10342,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10343,5632,11520,-15616,11008,-9984,15872,-13056,512,8960,14080
10344,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10345,-12800,-16128,14848,14592,-10240,3328,15872,8704,14848,14080
10346,-16128,-2816,-10496,-7680,10240,6400,-5376,-9728,9216,14080
10347,-13568,14336,-8448,-2048,-10240,-13824,-12544,-14848,256,14080
10348,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10349,4352,-7168,-1280,-15872,-10240,-12032,4608,15104,-14592,14080
10350,12800,-16128,-14848,14592,9984,3328,-15872,8704,-14848,14080
10351,16128,-2816,10496,-7680,-10240,6400,5376,-9728,-9472,14080
10352,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10353,5632,11520,-15616,11008,-10240,15872,-13056,512,8960,14080
10354,-4352,-7168,1280,-15872,10240,-12032,-4608,15104,14592,14080
10355,-12800,-16128,14848,14592,-10240,3328,15872,8704,14848,14080
10356,-16128,-2816,-10496,-7680,10240,6400,-5376,-9728,9216,14080
10357,-13568,14336,-8448,-2048,-10240,-13568,-12544,-14592,256,14080
10358,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10359,4352,-7168,-1280,-15872,-10240,-12032,4608,15104,-14848,14080
10360,12800,-16128,-14848,14592,10240,3584,-15872,8704,-14848,14080
10361,16128,-2560,10496,-7680,-10240,6400,5120,-9728,-9472,14080
10362,13568,14336,8448,-2048,10240,-13824,12544,-14848,-256,14080
10363,5632,11520,-15872,11008,-9984,15872,-13056,512,8960,14080
10364,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10365,-12800,-15872,14848,14592,-10240,3328,15872,8704,14848,14080
10366,-16128,-2816,-10496,-7680,10240,6400,-5376,-9728,9216,14080
10367,-13568,14336,-8448,-2048,-10240,-13824,-12544,-14848,256,14080
10368,-5632,11520,15616,11008,10240,15872,13056,512,-8960,14080
10369,4352,-7168,-1280,-15872,-9984,-11776,4608,15104,-14848,14080
10370,12800,-15872,-14848,14592,10240,3328,-15872,8704,-14848,14080
10371,16128,-2816,10496,-7680,-10240,6400,5120,-9728,-9216,14080
10372,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
10373,5632,11520,-15616,11008,-10240,15872,-13056,512,8960,14080
10374,-4352,-7168,1280,-15872,10240,-12032,-4608,15104,14592,14080
10375,-12800,-16128,14848,14592,-10240,3328,15872,8704,14848,14080
10376,-16128,-2816,-10496,-7680,10240,6400,-5376,-9728,9216,14080
10377,-13568,14336,-8448,-2048,-9984,-13824,-12544,-14592,256,14080
10378,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10379,4352,-7168,-1280,-15872,-9984,-12032,4608,15104,-14592,14080
10380,12800,-15872,-14848,14592,10240,3328,-15872,8704,-14848,14080
10381,16128,-2816,10496,-7680,-9984,6400,5120,-9728,-9472,14080
10382,13568,14336,8448,-2048,9984,-13824,12544,-14848,-256,14080
10383,5632,11520,-15616,11008,-10240,15872,-13056,512,8960,14080
10384,-4352,-7168,1280,-15872,9984,-12032,-4608,15104,14592,14080
10385,-12800,-16128,14848,14592,-10240,3328,15872,8704,14848,14080
10386,-16384,-2816,-10496,-7680,10240,6400,-5376,-9728,9216,14080
10387,-13568,14336,-8448,-2048,-10240,-13824,-12544,-14592,256,14080
10388,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10389,4352,-7168,-1280,-15872,-9984,-12032,4608,15104,-14592,14080
10390,12800,-15872,-14848,14592,10240,3328,-15872,8704,-14848,14080
10391,16128,-2816,10496,-7680,-9984,6400,5376,-9728,-9472,14080
10392,13568,14336,8448,-2048,10240,-13824,12544,-14848,-256,14080
10393,5632,11520,-15872,11008,-10240,15872,-13056,512,8960,14080
10394,-4352,-7168,1280,-15872,10240,-12032,-4608,15104,14592,14080
10395,-12800,-16128,14848,14592,-10240,3328,15872,8704,14848,14080
10396,-16128,-2816,-10496,-7680,10240,6400,-5376,-9728,9216,14080
10397,-13568,14336,-8448,-2048,-10240,-13824,-12544,-14848,256,14080
10398,-5632,11520,15616,11008,9984,15872,13056,512,-8960,14080
10399,4352,-7168,-1280,-15872,-9984,-12032,4608,15104,-14592,14080
10400,12800,-15872,-14848,14592,9984,3328,-15872,8704,-14848,14080
10401,16128,-2816,10496,-7680,-10240,6400,5376,-9728,-9472,14080
10402,13568,14336,8448,-2048,9984,-13824,12544,-14592,-256,14080
